ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_1930,On-site Confirmation,356000000,150000,39.5,3,6,North,2,1,Available,10,3,H24Fm1I5F3,Platform A,2025,1,9,Thursday,184,Real Listing
TRAIN_1931,Phone Confirmation,73000000,420000,37.11,4,8,East,1,1,Not Available,,18,k52HR5N1Z1,Platform C,2024,5,23,Thursday,415,Fake Listing
TRAIN_1932,On-site Confirmation,163000000,160000,,2,4,South,2,1,Not Available,,0,A72Mx9C8U2,Platform D,2024,11,18,Monday,236,Real Listing
TRAIN_1933,Phone Confirmation,343000000,250000,38.79,6,17,East,2,1,Not Available,14,8,G52Iz8V2B9,Platform B,2024,3,20,Wednesday,479,Real Listing
TRAIN_1934,On-site Confirmation,157500000,690000,29.98,5,6,East,2,1,Available,17,3,i77IK3Y8B7,G플랫폼,2024,12,25,Wednesday,199,Real Listing
TRAIN_1935,On-site Confirmation,10500000,640000,,2,4,West,2,1,Available,1,0,j90UQ8N6M3,Platform A,2024,9,22,Sunday,293,Real Listing
TRAIN_1936,On-site Confirmation,153000000,130000,,4,7,North,2,1,Not Available,6,15,O47hX9Z3L9,Platform A,2023,4,28,Friday,806,Fake Listing
TRAIN_1937,On-site Confirmation,93500000,620000,25.58,,7,West,2,1,Available,5,4,f41Wq8P7T9,Platform A,2024,11,6,Wednesday,248,Real Listing
TRAIN_1938,On-site Confirmation,69000000,120000,25.08,12,21,West,1,1,Not Available,19,0,G52Iz8V2B9,Platform E,2024,11,30,Saturday,224,Real Listing
TRAIN_1939,On-site Confirmation,21500000,580000,21.35,15,15,West,1,1,Not Available,31,0,G52Iz8V2B9,Platform B,2024,7,25,Thursday,352,Real Listing
TRAIN_1940,서류확인,28000000,620000,,4,4,South,1,1,Not Available,,7,H90uE4C0W5,Platform A,2024,8,10,Saturday,336,Real Listing
TRAIN_1941,On-site Confirmation,153500000,710000,,3,7,West,1,1,Not Available,6,0,K86UF7I0P3,Platform C,2024,9,14,Saturday,301,Real Listing
TRAIN_1942,서류확인,175500000,600000,32.83,7,10,북동향,1,1,Available,49,10,G52Iz8V2B9,Platform A,2025,2,13,Thursday,149,Real Listing
TRAIN_1943,Phone Confirmation,397500000,550000,25.85,4,8,Southeast,1,1,Not Available,50,4,G52Iz8V2B9,Platform C,2023,9,1,Friday,680,Real Listing
TRAIN_1944,On-site Confirmation,24500000,190000,26.44,2,5,South,1,1,Available,4,1,Q42YF3Y0I2,Platform A,2024,11,6,Wednesday,248,Real Listing
TRAIN_1945,On-site Confirmation,14500000,210000,,2,3,East,2,1,Available,1,0,j90UQ8N6M3,Platform A,2024,9,20,Friday,295,Real Listing
TRAIN_1946,On-site Confirmation,92500000,610000,,6,7,East,1,1,Not Available,,5,Z81Jv8Z5G2,H플랫폼,2024,10,27,Sunday,258,Real Listing
TRAIN_1947,서류확인,26000000,230000,27.51,6,7,북서향,2,1,Available,19,2,A18IU3D9M4,Platform B,2024,10,5,Saturday,280,Real Listing
TRAIN_1948,On-site Confirmation,350000000,490000,37.85,4,9,North,2,1,Not Available,3,11,P16QI7E8K3,Platform D,2023,8,11,Friday,701,Fake Listing
TRAIN_1949,서류확인,30500000,350000,17.5,5,5,North,2,2,Not Available,3,13,G52Iz8V2B9,Platform C,2024,3,16,Saturday,483,Real Listing
TRAIN_1950,On-site Confirmation,131500000,530000,46.41,,6,West,2,1,Available,,5,h32je0U3R6,Platform B,2024,8,12,Monday,334,Real Listing
TRAIN_1951,On-site Confirmation,389500000,610000,26.4,2,3,남서향,1,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,11,9,Saturday,245,Real Listing
TRAIN_1952,On-site Confirmation,9000000,100000,,4,6,West,2,1,Available,4,13,M02bn7Y4P0,Platform A,2024,8,29,Thursday,317,Real Listing
TRAIN_1953,On-site Confirmation,136000000,560000,22.9,4,14,East,1,1,Available,41,1,G52Iz8V2B9,Platform B,2023,12,15,Friday,575,Real Listing
TRAIN_1954,On-site Confirmation,27000000,370000,28.52,5,5,Southeast,2,1,Available,1,2,R20Vy9K9I8,Platform C,2024,10,3,Thursday,282,Real Listing
TRAIN_1955,On-site Confirmation,144500000,320000,,3,5,East,1,1,Not Available,,0,N45gM0M7R0,Platform B,2024,11,24,Sunday,230,Real Listing
TRAIN_1956,On-site Confirmation,380500000,100000,,3,4,Southeast,2,1,Not Available,,3,Q39nx9D3P1,Platform D,2024,8,17,Saturday,329,Real Listing
TRAIN_1957,Phone Confirmation,348500000,50000,17.5,5,17,East,1,1,Available,21,7,G52Iz8V2B9,F플랫폼,2024,9,3,Tuesday,312,Real Listing
TRAIN_1958,On-site Confirmation,12500000,110000,,4,7,West,1,1,Not Available,,15,H90uE4C0W5,Platform A,2023,9,16,Saturday,665,Fake Listing
TRAIN_1959,서류확인,142500000,330000,29.7,5,5,West,1,1,Not Available,,0,U93ap2F8Z1,Platform C,2023,11,26,Sunday,594,Fake Listing
TRAIN_1960,On-site Confirmation,84000000,290000,,2,6,South,1,1,Available,1,0,b87Td0W4Y3,Platform C,2024,2,25,Sunday,503,Fake Listing
TRAIN_1961,On-site Confirmation,404000000,200000,19.77,18,19,East,2,1,Available,47,0,G52Iz8V2B9,Platform A,2025,2,3,Monday,159,Real Listing
TRAIN_1962,서류확인,70000000,110000,22.23,11,18,South,2,2,Not Available,44,12,G52Iz8V2B9,Platform A,2024,7,27,Saturday,350,Real Listing
TRAIN_1963,Phone Confirmation,28500000,380000,34.71,3,9,South,1,1,Available,18,11,w94Qb4G0K5,Platform B,2024,9,9,Monday,306,Real Listing
TRAIN_1964,On-site Confirmation,120500000,610000,,,,북서향,,,Available,1,0,M02bn7Y4P0,Platform D,2025,1,9,Thursday,184,Real Listing
TRAIN_1965,On-site Confirmation,116000000,370000,28.27,2,7,West,1,1,Available,25,20,G52Iz8V2B9,J플랫폼,2024,2,3,Saturday,525,Real Listing
TRAIN_1966,Phone Confirmation,112500000,230000,,3,7,South,1,1,Available,,8,g44jq5J7D0,Platform B,2024,12,22,Sunday,202,Real Listing
TRAIN_1967,서류확인,184500000,170000,27.46,1,2,South,1,1,Not Available,33,12,G52Iz8V2B9,Platform C,2024,2,12,Monday,516,Real Listing
TRAIN_1968,On-site Confirmation,337000000,270000,25.9,3,12,East,1,1,Available,40,13,G52Iz8V2B9,Platform B,2023,11,25,Saturday,595,Real Listing
TRAIN_1969,On-site Confirmation,193000000,370000,,5,6,West,2,1,Available,1,2,i62yA7Y5P1,Platform A,2024,3,13,Wednesday,486,Real Listing
TRAIN_1970,On-site Confirmation,33000000,300000,27.26,8,18,East,1,1,Not Available,26,4,G52Iz8V2B9,Platform A,2024,6,10,Monday,397,Real Listing
TRAIN_1971,On-site Confirmation,123000000,750000,19.83,3,5,East,1,1,Not Available,,8,U38lq5B5A8,Platform A,2024,11,25,Monday,229,Real Listing
TRAIN_1972,서류확인,28000000,60000,34.77,5,6,South,1,1,Available,39,8,G52Iz8V2B9,Platform A,2024,6,2,Sunday,405,Real Listing
TRAIN_1973,On-site Confirmation,397500000,630000,30.42,11,17,남서향,1,1,Not Available,17,6,G52Iz8V2B9,Platform B,2024,1,6,Saturday,553,Real Listing
TRAIN_1974,On-site Confirmation,408500000,480000,27.16,1,2,남서향,1,1,Available,5,7,G52Iz8V2B9,Platform B,2024,11,17,Sunday,237,Real Listing
TRAIN_1975,Phone Confirmation,183000000,260000,,2,3,South,1,1,Available,1,0,J99uP8I8G0,Platform C,2024,11,12,Tuesday,242,Real Listing
TRAIN_1976,On-site Confirmation,15500000,420000,23.14,2,4,West,1,1,Not Available,,23,M02bn7Y4P0,Platform A,2024,3,23,Saturday,476,Fake Listing
TRAIN_1977,On-site Confirmation,83000000,40000,26.53,9,12,South,1,1,Not Available,28,15,G52Iz8V2B9,Platform B,2024,1,4,Thursday,555,Real Listing
TRAIN_1978,On-site Confirmation,139000000,90000,,4,5,East,1,1,Available,,9,N45gM0M7R0,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_1979,On-site Confirmation,90500000,310000,28.99,,16,남서향,2,1,Available,44,7,r82ax9M3U3,Platform B,2025,1,4,Saturday,189,Real Listing
TRAIN_1980,On-site Confirmation,92500000,150000,,3,5,South,2,1,Available,5,14,c44yg1K7W7,Platform A,2024,12,30,Monday,194,Real Listing
TRAIN_1981,Phone Confirmation,22500000,660000,,3,5,South,1,1,Not Available,,0,g99sy3I3R8,Platform A,2024,9,28,Saturday,287,Real Listing
TRAIN_1982,On-site Confirmation,8500000,650000,,3,4,North,2,1,Not Available,,10,S00TK4T8K2,Platform C,2024,1,29,Monday,530,Fake Listing
TRAIN_1983,On-site Confirmation,325500000,310000,,3,6,West,1,1,Not Available,,11,o07ZC4L7V4,Platform C,2023,12,22,Friday,568,Fake Listing
TRAIN_1984,On-site Confirmation,398500000,520000,17.5,4,7,North,1,1,Available,2,14,J52gJ2E4T6,Platform C,2024,11,19,Tuesday,235,Real Listing
TRAIN_1985,On-site Confirmation,108000000,390000,,2,3,West,2,1,Available,1,0,Y04yg0T7Z5,Platform A,2024,12,21,Saturday,203,Real Listing
TRAIN_1986,On-site Confirmation,72500000,680000,,3,6,북동향,1,1,Not Available,7,7,z40LO7P9C9,F플랫폼,2024,11,12,Tuesday,242,Real Listing
TRAIN_1987,Phone Confirmation,378000000,350000,,,15,East,1,1,Available,40,4,t93Nt6I2I0,Platform B,2024,9,8,Sunday,307,Real Listing
TRAIN_1988,On-site Confirmation,160000000,570000,29.75,2,5,North,1,1,Not Available,7,3,H48dV2F8M5,Platform A,2023,8,27,Sunday,685,Fake Listing
TRAIN_1989,Phone Confirmation,18500000,390000,18.87,6,16,East,1,1,Available,54,1,z40LO7P9C9,F플랫폼,2024,8,10,Saturday,336,Real Listing
TRAIN_1990,On-site Confirmation,158500000,100000,,3,6,Southeast,2,1,Available,1,3,U93ap2F8Z1,Platform C,2024,11,14,Thursday,240,Real Listing
TRAIN_1991,On-site Confirmation,147000000,270000,36.3,5,5,West,2,1,Available,,7,J52gJ2E4T6,Platform C,2024,11,19,Tuesday,235,Real Listing
TRAIN_1992,On-site Confirmation,186000000,340000,,4,8,북서향,1,1,Available,4,11,Z81Jv8Z5G2,H플랫폼,2024,11,2,Saturday,252,Real Listing
TRAIN_1993,On-site Confirmation,188000000,340000,18.87,,16,East,1,1,Available,54,9,G38pb6B9C7,Platform C,2024,11,7,Thursday,247,Real Listing
TRAIN_1994,On-site Confirmation,28500000,150000,40.89,6,6,East,1,1,Available,,0,d22DX4Y4P8,Platform B,2024,10,20,Sunday,265,Real Listing
TRAIN_1995,서류확인,127500000,490000,,3,5,West,2,1,Available,5,0,A24sf9I9O0,Platform E,2024,12,20,Friday,204,Real Listing
TRAIN_1996,On-site Confirmation,162000000,560000,30.57,8,19,북동향,1,1,Available,34,9,G52Iz8V2B9,Platform C,2023,12,31,Sunday,559,Real Listing
TRAIN_1997,On-site Confirmation,25000000,520000,49.6,5,5,South,1,1,Available,5,9,G52Iz8V2B9,Platform B,2023,10,13,Friday,638,Real Listing
TRAIN_1998,On-site Confirmation,29500000,470000,36.84,3,3,East,2,1,Not Available,,1,S00TK4T8K2,Platform B,2024,10,24,Thursday,261,Real Listing
TRAIN_1999,On-site Confirmation,78500000,180000,,2,3,East,1,1,Not Available,,10,K25cF2K7X6,Platform E,2024,9,21,Saturday,294,Real Listing
TRAIN_2000,On-site Confirmation,170500000,300000,17.5,6,19,South,1,1,Available,29,9,G52Iz8V2B9,Platform A,2023,12,29,Friday,561,Real Listing
TRAIN_2001,Phone Confirmation,120500000,720000,36.82,2,3,Southeast,2,1,Not Available,,0,g77zH6X8V7,Platform A,2024,7,16,Tuesday,361,Real Listing
TRAIN_2002,On-site Confirmation,151000000,480000,30.58,,3,South,2,1,Not Available,,5,Q42YF3Y0I2,Platform A,2025,1,19,Sunday,174,Real Listing
TRAIN_2003,On-site Confirmation,23000000,550000,29.75,7,7,South,1,1,Available,4,0,Z68ZJ6F6L4,Platform A,2024,8,2,Friday,344,Real Listing
TRAIN_2004,Phone Confirmation,356000000,100000,17.5,,17,South,1,1,Available,99,0,O55VW6U4R7,Platform A,2024,10,12,Saturday,273,Real Listing
TRAIN_2005,On-site Confirmation,381500000,540000,,,4,East,2,1,Not Available,,1,X95Bu4S5H2,Platform A,2024,8,27,Tuesday,319,Real Listing
TRAIN_2006,서류확인,24000000,150000,,3,5,South,2,1,Not Available,,0,y70Or6U6A8,Platform D,2024,9,4,Wednesday,311,Real Listing
TRAIN_2007,On-site Confirmation,87000000,690000,,4,5,West,2,1,Available,,0,m69GM9O9B3,Platform B,2024,12,4,Wednesday,220,Real Listing
TRAIN_2008,On-site Confirmation,161500000,370000,,3,7,South,1,1,Not Available,,10,o80Xg3Q1Q7,Platform A,2024,1,12,Friday,547,Fake Listing
TRAIN_2009,Phone Confirmation,21000000,530000,29.37,2,3,South,2,1,Not Available,,0,W88DA3W2Q3,Platform A,2024,8,31,Saturday,315,Real Listing
TRAIN_2010,On-site Confirmation,27500000,260000,18.04,,15,South,1,1,Available,200,6,G38pb6B9C7,Platform C,2024,12,6,Friday,218,Real Listing
TRAIN_2011,On-site Confirmation,102500000,490000,,2,3,Southeast,2,1,Not Available,,1,Y04yg0T7Z5,Platform B,2024,9,27,Friday,288,Real Listing
TRAIN_2012,Phone Confirmation,25500000,120000,,3,4,East,2,1,Not Available,,1,Q00lW6N9L7,Platform A,2024,6,26,Wednesday,381,Real Listing
TRAIN_2013,Phone Confirmation,100500000,240000,,2,3,South,2,1,Not Available,,1,A72Mx9C8U2,Platform D,2024,5,10,Friday,428,Real Listing
TRAIN_2014,On-site Confirmation,175000000,140000,26.2,4,5,North,1,1,Not Available,,0,W88DA3W2Q3,Platform A,2024,8,5,Monday,341,Real Listing
TRAIN_2015,Phone Confirmation,188500000,380000,,2,4,South,2,1,Not Available,,0,w37Qk3B9D2,Platform B,2024,11,29,Friday,225,Real Listing
TRAIN_2016,Phone Confirmation,90000000,180000,,3,6,East,1,1,Not Available,,0,r96CF3I0N9,Platform B,2024,8,8,Thursday,338,Real Listing
TRAIN_2017,On-site Confirmation,69500000,250000,31.85,3,7,West,2,1,Available,10,0,Y65Hw0Z3K0,Platform A,2024,10,29,Tuesday,256,Real Listing
TRAIN_2018,On-site Confirmation,149500000,460000,27.66,7,18,East,1,1,Available,29,6,G52Iz8V2B9,Platform A,2025,2,14,Friday,148,Real Listing
TRAIN_2019,Phone Confirmation,101500000,620000,,5,8,북동향,1,1,Available,6,1,D30QB7N3P2,Platform A,2024,7,11,Thursday,366,Real Listing
TRAIN_2020,서류확인,101000000,290000,,2,3,Southeast,2,1,Not Available,,3,O18HJ6L0R2,Platform A,2024,2,8,Thursday,520,Real Listing
TRAIN_2021,서류확인,193000000,710000,,3,4,Southeast,1,1,Not Available,2,6,W88hM2E2A9,Platform C,2024,9,6,Friday,309,Real Listing
TRAIN_2022,On-site Confirmation,13500000,410000,,4,5,West,1,1,Available,2,8,Y04yg0T7Z5,Platform A,2024,8,21,Wednesday,325,Real Listing
TRAIN_2023,Phone Confirmation,350000000,550000,,4,4,South,2,1,Available,1,0,l96pE8X9A9,Platform B,2024,9,23,Monday,292,Real Listing
TRAIN_2024,Phone Confirmation,171000000,60000,17.5,,9,남서향,1,1,Not Available,8,9,f41Wq8P7T9,Platform A,2024,9,10,Tuesday,305,Real Listing
TRAIN_2025,On-site Confirmation,143000000,710000,,2,3,South,2,1,Not Available,,3,i68Sl5B7C3,Platform A,2024,11,26,Tuesday,228,Real Listing
TRAIN_2026,On-site Confirmation,343500000,510000,,2,3,Southeast,2,1,Not Available,,0,K38kY2R6G0,Platform B,2024,4,11,Thursday,457,Fake Listing
TRAIN_2027,Phone Confirmation,157500000,380000,29.92,4,7,East,2,1,Available,6,5,B15GU1Y1M2,Platform A,2024,4,13,Saturday,455,Real Listing
TRAIN_2028,Phone Confirmation,189500000,380000,19.8,5,7,South,1,1,Available,10,8,w94Qb4G0K5,Platform A,2024,6,16,Sunday,391,Real Listing
TRAIN_2029,On-site Confirmation,365500000,750000,49.59,3,5,East,2,1,Not Available,,15,C74MD6S8M9,Platform D,2024,6,18,Tuesday,389,Fake Listing
TRAIN_2030,On-site Confirmation,169000000,170000,40.31,4,6,South,2,1,Available,26,8,r82ax9M3U3,Platform B,2024,11,12,Tuesday,242,Real Listing
TRAIN_2031,서류확인,190500000,560000,,5,6,Southeast,1,1,Not Available,,0,w85cb3W8U9,Platform D,2024,12,25,Wednesday,199,Real Listing
TRAIN_2032,On-site Confirmation,83000000,20000,17.5,11,19,East,2,2,Available,34,5,G52Iz8V2B9,Platform A,2023,10,30,Monday,621,Real Listing
TRAIN_2033,Phone Confirmation,31000000,570000,24.87,2,12,West,1,1,Not Available,47,0,G52Iz8V2B9,Platform B,2024,3,6,Wednesday,493,Real Listing
TRAIN_2034,On-site Confirmation,167500000,250000,27.73,,7,East,2,1,Available,7,1,f41Wq8P7T9,Platform A,2024,10,24,Thursday,261,Real Listing
TRAIN_2035,On-site Confirmation,96500000,290000,,2,3,East,2,1,Not Available,,0,N45gM0M7R0,Platform B,2024,11,6,Wednesday,248,Real Listing
TRAIN_2036,On-site Confirmation,193000000,260000,,3,3,North,1,1,Not Available,,0,v24Sq2T9M9,Platform E,2024,12,2,Monday,222,Real Listing
TRAIN_2037,On-site Confirmation,129000000,690000,17.5,9,16,East,1,1,Available,38,4,G52Iz8V2B9,Platform D,2024,8,7,Wednesday,339,Real Listing
TRAIN_2038,On-site Confirmation,16500000,150000,,3,4,남서향,2,1,Not Available,,0,r96CF3I0N9,Platform B,2024,11,24,Sunday,230,Real Listing
TRAIN_2039,On-site Confirmation,107500000,690000,23.14,2,3,북동향,1,1,Not Available,,0,f95PR4G2S9,Platform A,2024,12,8,Sunday,216,Real Listing
TRAIN_2040,On-site Confirmation,179000000,70000,36.8,6,10,남서향,1,1,Not Available,31,12,G52Iz8V2B9,Platform D,2023,11,7,Tuesday,613,Real Listing
TRAIN_2041,On-site Confirmation,121500000,450000,21.83,8,14,West,1,1,Available,30,0,G52Iz8V2B9,Platform C,2024,11,23,Saturday,231,Real Listing
TRAIN_2042,서류확인,137000000,740000,19.83,,6,East,1,1,Not Available,,10,f28iD1U4F3,Platform B,2024,11,3,Sunday,251,Real Listing
TRAIN_2043,Phone Confirmation,124000000,90000,24.61,4,4,East,1,1,Available,23,1,G52Iz8V2B9,Platform C,2024,6,26,Wednesday,381,Real Listing
TRAIN_2044,On-site Confirmation,92500000,400000,32.71,2,4,East,1,1,Not Available,41,15,G52Iz8V2B9,Platform E,2024,3,4,Monday,495,Real Listing
TRAIN_2045,Phone Confirmation,28000000,710000,39.73,8,8,East,2,1,Available,7,3,G80cC8L0A4,Platform A,2024,10,27,Sunday,258,Real Listing
TRAIN_2046,On-site Confirmation,177500000,20000,29.14,3,21,South,1,1,Not Available,10,12,G52Iz8V2B9,Platform E,2025,2,4,Tuesday,158,Real Listing
TRAIN_2047,On-site Confirmation,361000000,360000,39.11,3,14,East,2,1,Available,38,14,R20Vy9K9I8,Platform C,2025,1,13,Monday,180,Real Listing
TRAIN_2048,Phone Confirmation,170500000,740000,17.5,3,5,West,1,1,Not Available,1,9,p05gm1I9J3,Platform A,2024,3,1,Friday,498,Fake Listing
TRAIN_2049,On-site Confirmation,347000000,70000,20.23,1,12,Southeast,1,1,Not Available,30,22,G52Iz8V2B9,Platform B,2024,6,4,Tuesday,403,Real Listing
TRAIN_2050,On-site Confirmation,118500000,540000,,2,3,South,2,1,Not Available,,0,x63Wv0J5M8,J플랫폼,2024,10,7,Monday,278,Real Listing
TRAIN_2051,On-site Confirmation,153000000,250000,40.89,6,6,Southeast,1,1,Available,11,0,J99uP8I8G0,Platform C,2024,10,16,Wednesday,269,Real Listing
TRAIN_2052,On-site Confirmation,326500000,110000,29.6,5,9,West,1,1,Available,8,0,J52gJ2E4T6,Platform C,2024,8,3,Saturday,343,Real Listing
TRAIN_2053,On-site Confirmation,21000000,660000,28.09,1,11,South,1,1,Available,11,0,G52Iz8V2B9,Platform A,2024,4,11,Thursday,457,Real Listing
TRAIN_2054,서류확인,323000000,320000,23.69,1,17,Southeast,2,1,Not Available,48,3,G52Iz8V2B9,Platform A,2024,3,9,Saturday,490,Real Listing
TRAIN_2055,On-site Confirmation,406000000,390000,21.8,3,20,West,1,1,Not Available,13,8,G52Iz8V2B9,Platform A,2023,9,7,Thursday,674,Real Listing
TRAIN_2056,On-site Confirmation,123500000,470000,39.22,3,3,South,1,1,Available,16,10,G52Iz8V2B9,Platform A,2025,1,22,Wednesday,171,Real Listing
TRAIN_2057,On-site Confirmation,92000000,150000,,3,5,East,2,1,Available,1,0,U38lq5B5A8,Platform A,2024,10,5,Saturday,280,Real Listing
TRAIN_2058,서류확인,6000000,380000,24.88,3,9,South,1,1,Available,7,7,G52Iz8V2B9,Platform A,2024,5,18,Saturday,420,Real Listing
TRAIN_2059,On-site Confirmation,25000000,720000,,3,5,South,2,1,Not Available,,0,G80cC8L0A4,Platform A,2024,11,14,Thursday,240,Real Listing
TRAIN_2060,서류확인,128500000,330000,,4,5,South,2,1,Not Available,,0,l95dK3P5E2,Platform D,2024,10,11,Friday,274,Real Listing
TRAIN_2061,On-site Confirmation,135000000,500000,17.5,,14,South,1,1,Available,104,13,d24sj2E4L0,Platform A,2024,7,19,Friday,358,Real Listing
TRAIN_2062,On-site Confirmation,30000000,80000,22.77,3,17,West,1,1,Not Available,27,0,G52Iz8V2B9,Platform E,2024,10,9,Wednesday,276,Real Listing
TRAIN_2063,Phone Confirmation,100000000,380000,39.64,5,8,West,1,1,Available,5,2,G52Iz8V2B9,Platform A,2024,7,26,Friday,351,Real Listing
TRAIN_2064,On-site Confirmation,17500000,740000,19.17,3,16,남서향,1,1,Available,8,11,G52Iz8V2B9,Platform B,2024,6,29,Saturday,378,Real Listing
TRAIN_2065,On-site Confirmation,368000000,400000,35.29,13,18,South,1,1,Not Available,16,21,G52Iz8V2B9,Platform E,2024,12,23,Monday,201,Real Listing
TRAIN_2066,서류확인,122500000,370000,36.36,2,4,East,2,1,Not Available,,2,a15xR3G4V0,Platform A,2024,12,11,Wednesday,213,Real Listing
TRAIN_2067,Phone Confirmation,66500000,610000,,2,5,East,1,1,Available,7,0,b87Td0W4Y3,Platform C,2024,8,24,Saturday,322,Real Listing
TRAIN_2068,On-site Confirmation,338000000,730000,38.03,2,7,Southeast,1,1,Available,34,6,G52Iz8V2B9,Platform C,2024,6,27,Thursday,380,Real Listing
TRAIN_2069,On-site Confirmation,179000000,150000,29.93,5,6,Southeast,2,1,Available,5,12,Y04yg0T7Z5,Platform B,2025,3,3,Monday,131,Real Listing
TRAIN_2070,On-site Confirmation,385500000,150000,,5,6,West,2,1,Available,5,9,W41Lj5D2B6,Platform A,2024,10,12,Saturday,273,Real Listing
TRAIN_2071,On-site Confirmation,402500000,310000,,,,West,,,Not Available,,13,M02bn7Y4P0,Platform D,2023,8,31,Thursday,681,Fake Listing
TRAIN_2072,서류확인,144500000,120000,17.5,12,13,West,1,1,Available,20,0,G52Iz8V2B9,Platform B,2024,8,1,Thursday,345,Real Listing
TRAIN_2073,On-site Confirmation,143500000,690000,31.4,2,3,East,2,1,Available,1,0,R51nD5V3T5,Platform A,2024,5,8,Wednesday,430,Fake Listing
TRAIN_2074,On-site Confirmation,79000000,110000,23.1,2,3,Southeast,1,1,Not Available,,0,U62Bw5M7U3,Platform A,2024,10,25,Friday,260,Real Listing
TRAIN_2075,On-site Confirmation,137000000,100000,,4,8,East,1,1,Available,3,22,Q39nx9D3P1,Platform D,2024,9,11,Wednesday,304,Real Listing
TRAIN_2076,Phone Confirmation,75500000,180000,,7,8,South,1,1,Not Available,,3,H90uE4C0W5,Platform A,2024,12,4,Wednesday,220,Real Listing
TRAIN_2077,On-site Confirmation,170500000,650000,,4,5,북동향,1,1,Not Available,,0,G71dR3J6C2,K플랫폼,2024,10,11,Friday,274,Real Listing
TRAIN_2078,On-site Confirmation,140500000,370000,,2,4,South,1,1,Not Available,,1,o80Xg3Q1Q7,Platform D,2024,9,18,Wednesday,297,Real Listing
TRAIN_2079,On-site Confirmation,89500000,80000,23.66,1,4,West,1,1,Available,47,9,G52Iz8V2B9,Platform B,2024,11,25,Monday,229,Real Listing
TRAIN_2080,On-site Confirmation,31500000,680000,21.5,2,3,South,1,1,Not Available,,0,Z29VX3L4Q7,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_2081,서류확인,149000000,660000,41.8,5,7,East,2,1,Available,8,14,Q39nx9D3P1,Platform D,2024,10,28,Monday,257,Real Listing
TRAIN_2082,On-site Confirmation,83000000,60000,17.5,4,4,West,1,1,Available,2,10,H90uE4C0W5,Platform A,2024,12,20,Friday,204,Real Listing
TRAIN_2083,On-site Confirmation,28000000,490000,17.5,7,14,South,1,1,Available,104,5,W88DA3W2Q3,Platform A,2024,12,6,Friday,218,Real Listing
TRAIN_2084,On-site Confirmation,78500000,470000,,,,South,,,Not Available,,0,M02bn7Y4P0,Platform D,2024,11,1,Friday,253,Real Listing
TRAIN_2085,On-site Confirmation,168500000,170000,,3,10,East,1,1,Available,17,16,K86UF7I0P3,Platform C,2024,12,10,Tuesday,214,Real Listing
TRAIN_2086,On-site Confirmation,329000000,530000,,,,West,,,Available,5,0,F75Eb9Q3L0,Platform C,2025,1,20,Monday,173,Real Listing
TRAIN_2087,On-site Confirmation,140500000,460000,29.36,,9,East,2,1,Available,260,9,r82ax9M3U3,Platform B,2024,10,5,Saturday,280,Real Listing
TRAIN_2088,서류확인,185000000,490000,24.69,5,20,North,2,1,Not Available,4,5,G52Iz8V2B9,Platform C,2024,1,5,Friday,554,Real Listing
TRAIN_2089,Phone Confirmation,80500000,720000,,3,4,Southeast,2,1,Available,3,13,u92NN7A1E5,Platform A,2024,10,17,Thursday,268,Real Listing
TRAIN_2090,Phone Confirmation,109000000,750000,36.19,18,19,South,1,1,Available,46,2,G52Iz8V2B9,Platform A,2024,12,4,Wednesday,220,Real Listing
TRAIN_2091,서류확인,5500000,390000,,2,4,남서향,2,1,Available,2,0,Y15LM5Z8N3,Platform E,2024,10,22,Tuesday,263,Real Listing
TRAIN_2092,Phone Confirmation,144500000,380000,39.66,4,7,South,1,1,Available,6,15,o30ws9C6F7,Platform A,2024,9,5,Thursday,310,Real Listing
TRAIN_2093,On-site Confirmation,12500000,160000,,4,6,South,2,1,Available,1,0,U24ZN1W3V8,Platform A,2024,4,24,Wednesday,444,Fake Listing
TRAIN_2094,On-site Confirmation,83000000,90000,,4,5,East,2,1,Available,5,9,E29tC1X2E8,Platform A,2024,11,2,Saturday,252,Real Listing
TRAIN_2095,On-site Confirmation,121000000,730000,,3,7,South,1,1,Not Available,,0,k52HR5N1Z1,Platform C,2024,1,13,Saturday,546,Fake Listing
TRAIN_2096,Phone Confirmation,123000000,130000,35.14,8,9,Southeast,1,1,Not Available,3,7,G52Iz8V2B9,Platform C,2024,9,26,Thursday,289,Real Listing
TRAIN_2097,서류확인,81500000,710000,,,,North,,,Not Available,,0,M02bn7Y4P0,Platform D,2024,4,24,Wednesday,444,Fake Listing
TRAIN_2098,Phone Confirmation,347000000,110000,25.56,7,10,Southeast,2,1,Available,,15,g44jq5J7D0,Platform B,2024,7,27,Saturday,350,Real Listing
TRAIN_2099,서류확인,15500000,30000,29.89,10,17,북동향,1,1,Available,33,10,G52Iz8V2B9,Platform A,2024,10,5,Saturday,280,Real Listing
